SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,AMT_GOODS_PRICE,NAME_TYPE_SUITE,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_7,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,BUREAU_AMT_CREDIT_SUM,BUREAU_AMT_CREDIT_SUM_DEBT,BUREAU_AMT_CREDIT_MAX_OVERDUE,BUREAU_CREDIT_DAY_OVERDUE,BUREAU_CNT_CREDIT_PROLONG,BUREAU_CREDIT_ACTIVE_COUNT
100002,1,Cash loans,351000.0,Unaccompanied,0.018801,-3648.0,1,0,1,1,0,WEDNESDAY,10,0,0,0,0.0369,0.9722,0.6192,0.0143,0.0,0.069,0.125,0.0369,0.0202,0.0,0.0,0.0252,0.0383,0.9722,0.6341,0.0144,0.0,0.069,0.0833,0.125,0.0377,0.022,0.0198,0.0,0.0,0.025,0.0369,0.9722,0.6243,0.0144,0.0,0.069,0.0833,0.125,0.0375,0.0205,0.0193,0.0,0.0,reg oper account,block of flats,"Stone, brick",No,2.0,2.0,2.0,2.0,-1134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865055.565,245781.0,5043.645,0.0,0.0,2.0
100003,0,Cash loans,1129500.0,Family,0.0035409999999999,-1186.0,1,0,1,1,0,MONDAY,11,0,0,0,0.0529,0.9851,0.7959999999999999,0.0605,0.08,0.0345,0.3333,0.013,0.0773,0.0039,0.0098,0.0924,0.0538,0.9851,0.804,0.0497,0.0806,0.0345,0.2917,0.3333,0.0128,0.079,0.0554,0.0,0.0,0.0968,0.0529,0.9851,0.7987,0.0608,0.08,0.0345,0.2917,0.3333,0.0132,0.0787,0.0558,0.0039,0.01,reg oper account,block of flats,Block,No,1.0,0.0,1.0,0.0,-828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017400.5,0.0,0.0,0.0,0.0,1.0
100004,0,Revolving loans,135000.0,Unaccompanied,0.010032,-4260.0,1,1,1,1,0,MONDAY,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189037.8,0.0,0.0,0.0,0.0,0.0
100006,0,Cash loans,297000.0,Unaccompanied,0.008019,-9833.0,1,0,1,0,0,WEDNESDAY,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-617.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100007,0,Cash loans,513000.0,Unaccompanied,0.028663,-4311.0,1,0,1,0,0,THURSDAY,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146250.0,0.0,0.0,0.0,0.0,0.0
100008,0,Cash loans,454500.0,"Spouse, partner",0.035792,-4970.0,1,1,1,1,0,WEDNESDAY,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468445.5,240057.0,0.0,0.0,0.0,1.0
100009,0,Cash loans,1395000.0,Unaccompanied,0.035792,-1213.0,1,0,1,1,0,SUNDAY,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1562.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4800811.5,1077349.5,0.0,0.0,0.0,4.0
100010,0,Cash loans,1530000.0,Unaccompanied,0.0031219999999999,-4597.0,1,1,1,0,0,MONDAY,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1070.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990000.0,348007.5,,0.0,0.0,1.0
100011,0,Cash loans,913500.0,Children,0.018634,-7427.0,1,0,1,0,0,WEDNESDAY,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435228.3,0.0,10147.23,0.0,0.0,0.0
100012,0,Revolving loans,405000.0,Unaccompanied,0.0196889999999999,-14437.0,1,0,1,0,0,THURSDAY,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1673.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100014,0,Cash loans,652500.0,Unaccompanied,0.0228,-4427.0,1,0,1,0,0,SATURDAY,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-844.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729932.425,758214.0,12752.28,0.0,0.0,2.0
100015,0,Cash loans,135000.0,Children,0.015221,-5246.0,1,0,1,1,0,FRIDAY,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409495.5,0.0,,0.0,0.0,0.0
100016,0,Cash loans,67500.0,Unaccompanied,0.031329,-311.0,1,1,1,1,0,FRIDAY,10,0,0,0,,0.9811,,,0.0,0.2069,,0.0135,,,0.0,0.084,,0.9811,,,0.0,0.2069,0.1667,,0.0138,,0.081,,0.0,0.0833,,0.9811,,,0.0,0.2069,0.1667,,0.0137,,0.0792,,0.0,reg oper account,block of flats,,No,0.0,0.0,0.0,0.0,-2370.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474984.0,63724.5,0.0,0.0,0.0,4.0
100017,0,Cash loans,697500.0,Unaccompanied,0.016612,-643.0,1,0,1,0,0,THURSDAY,13,0,0,0,0.0973,0.9806,0.7348,0.0582,0.16,0.1379,0.375,0.0931,0.1202,0.0,0.0,0.1502,0.101,0.9806,0.7452,0.0587,0.1611,0.1379,0.3333,0.375,0.0952,0.1313,0.1456,0.0,0.0,0.1489,0.0973,0.9806,0.7383,0.0585,0.16,0.1379,0.3333,0.375,0.0947,0.1223,0.1422,0.0,0.0,reg oper account,block of flats,Panel,No,0.0,0.0,0.0,0.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859770.0,0.0,0.0,0.0,0.0,0.0
100018,0,Cash loans,679500.0,Unaccompanied,0.010006,-615.0,1,0,1,0,0,MONDAY,9,0,0,0,0.1335,0.9985,0.9796,0.1143,0.4,0.1724,0.7083,0.1758,0.2849,0.0193,0.1001,0.3561,0.1386,0.9985,0.9804,0.1153,0.4028,0.1724,0.6667,0.7083,0.1798,0.3113,0.3932,0.0195,0.106,0.3529,0.1335,0.9985,0.9799,0.115,0.4,0.1724,0.6667,0.7083,0.1789,0.2899,0.3842,0.0194,0.1022,reg oper account,block of flats,Panel,No,0.0,0.0,0.0,0.0,-188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100019,0,Cash loans,247500.0,Family,0.020713,-3494.0,1,0,1,0,0,SATURDAY,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000.0,245470.14,0.0,0.0,0.0,2.0
100020,0,Cash loans,387000.0,Unaccompanied,0.018634,-6392.0,1,0,1,0,0,THURSDAY,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199485.0,123088.5,0.0,0.0,0.0,2.0
100021,0,Revolving loans,270000.0,Unaccompanied,0.010966,-4143.0,1,0,1,0,0,MONDAY,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-2811.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100022,0,Revolving loans,157500.0,Other_A,0.04622,-8751.0,1,0,1,1,0,FRIDAY,13,0,0,0,0.0617,0.9881,0.8368,0.0018,0.0,0.1034,0.125,0.0279,0.0227,0.0,0.0,0.0284,0.064,0.9881,0.8432,0.0018,0.0,0.1034,0.0833,0.125,0.0286,0.0248,0.0302,0.0,0.0,0.0281,0.0617,0.9881,0.8390000000000001,0.0018,0.0,0.1034,0.0833,0.125,0.0284,0.0231,0.0295,0.0,0.0,reg oper account,block of flats,"Stone, brick",No,8.0,0.0,8.0,0.0,-239.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057500.0,205276.5,0.0,0.0,0.0,2.0
100023,0,Cash loans,454500.0,Unaccompanied,0.015221,-1021.0,1,1,1,1,0,MONDAY,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645692.345,137038.5,5980.05,0.0,0.0,4.0
100024,0,Revolving loans,427500.0,Unaccompanied,0.015221,-298.0,1,0,1,0,0,FRIDAY,13,0,0,0,0.0801,0.9781,0.7008,,0.0,0.1379,0.0417,0.0534,0.0588,0.0,0.0,0.0735,0.0831,0.9782,0.7125,,0.0,0.1379,0.1667,0.0417,0.0546,0.0643,0.0645,0.0,0.0,0.0729,0.0801,0.9781,0.7048,,0.0,0.1379,0.1667,0.0417,0.0543,0.0599,0.063,0.0,0.0,reg oper account,block of flats,"Stone, brick",No,0.0,0.0,0.0,0.0,-296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100025,0,Cash loans,927000.0,Unaccompanied,0.025164,-2299.0,1,0,1,0,0,MONDAY,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452500.0,1886544.0,,0.0,0.0,1.0
100026,0,Cash loans,450000.0,Unaccompanied,0.020713,-114.0,1,0,1,0,0,THURSDAY,6,0,0,0,0.0795,0.9786,0.7076,0.012,0.0,0.2069,0.2083,0.0898,0.0723,0.0077,0.0044,0.0924,0.0825,0.9786,0.7190000000000001,0.0121,0.0,0.2069,0.1667,0.2083,0.0918,0.079,0.091,0.0078,0.0047,0.0916,0.0795,0.9786,0.7115,0.012,0.0,0.2069,0.1667,0.2083,0.0913,0.0735,0.0889,0.0078,0.0045,reg oper account,block of flats,Panel,No,0.0,0.0,0.0,0.0,-468.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625000.0,3477814.38,0.0,0.0,0.0,2.0
100027,0,Cash loans,225000.0,Unaccompanied,0.006296,-9012.0,1,0,1,1,0,FRIDAY,12,0,0,0,0.0848,0.9876,0.83,0.1064,0.14,0.1207,0.4167,0.2371,0.1173,0.0019,0.0007,0.1261,0.0754,0.9876,0.8367,0.0,0.1208,0.1034,0.375,0.4167,0.2425,0.1102,0.0923,0.0,0.0,0.1457,0.0848,0.9876,0.8323,0.1071,0.14,0.1207,0.375,0.4167,0.2412,0.1193,0.151,0.0019,0.0007,org spec account,block of flats,Mixed,No,0.0,0.0,0.0,0.0,-795.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625297.5,376713.0,5130.0,0.0,0.0,1.0
100029,0,Cash loans,247500.0,Unaccompanied,0.026392,-108.0,1,0,1,0,0,THURSDAY,14,0,0,0,0.1455,0.9861,0.8096,0.0212,0.0,0.3103,0.2083,0.0861,0.1168,0.0,0.0043,0.146,0.1509,0.9861,0.8171,0.0214,0.0,0.3103,0.1667,0.2083,0.0881,0.1276,0.1268,0.0,0.0045,0.1447,0.1455,0.9861,0.8121,0.0214,0.0,0.3103,0.1667,0.2083,0.0876,0.1189,0.1239,0.0,0.0044,reg oper account,block of flats,Panel,No,1.0,1.0,1.0,0.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7428033.0,3682287.0,,0.0,0.0,1.0
100030,0,Cash loans,225000.0,Unaccompanied,0.028663,-2419.0,1,0,1,1,0,SATURDAY,8,0,0,0,0.0147,0.9781,0.7008,0.001,0.0,0.1379,0.0417,0.0498,0.0588,0.0,0.0,0.0735,0.0153,0.9782,0.7125,0.001,0.0,0.1379,0.1667,0.0417,0.0509,0.0643,0.0698,0.0,0.0,0.0729,0.0147,0.9781,0.7048,0.001,0.0,0.1379,0.1667,0.0417,0.0506,0.0599,0.0682,0.0,0.0,reg oper account,block of flats,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643430.97,451642.5,0.0,0.0,0.0,2.0
100031,1,Cash loans,702000.0,Unaccompanied,0.018029,-6573.0,1,0,1,0,0,MONDAY,9,0,0,0,0.0089,0.9732,,,0.0,0.069,,0.0265,,,0.0,0.0168,0.0092,0.9732,,,0.0,0.069,0.0417,,0.0271,,0.0083,,0.0,0.0167,0.0089,0.9732,,,0.0,0.069,0.0417,,0.027,,0.0096,,0.0,,block of flats,Wooden,Yes,10.0,1.0,10.0,0.0,-161.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3970651.5,1125000.0,,0.0,0.0,3.0
100032,0,Cash loans,270000.0,Family,0.019101,-5782.0,1,0,1,0,0,SATURDAY,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271160.0,0.0,0.0,0.0,0.0,1.0
100033,0,Cash loans,675000.0,Unaccompanied,0.04622,-4668.0,1,0,1,0,1,WEDNESDAY,11,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-849.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675000.0,0.0,,0.0,0.0,1.0
100034,0,Revolving loans,180000.0,Unaccompanied,0.030755,-4799.0,1,0,1,0,0,TUESDAY,16,0,0,0,0.0838,0.9831,0.7688,0.0188,0.16,0.1379,0.375,0.0872,0.121,0.0077,0.0061,0.1534,0.087,0.9831,0.7779,0.019,0.1611,0.1379,0.3333,0.375,0.0892,0.1322,0.1471,0.0078,0.0065,0.152,0.0838,0.9831,0.7719,0.0189,0.16,0.1379,0.3333,0.375,0.0887,0.1231,0.1437,0.0078,0.0063,reg oper account,block of flats,Panel,No,0.0,0.0,0.0,0.0,-599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100035,0,Cash loans,477000.0,Unaccompanied,0.025164,-5266.0,1,0,1,0,1,WEDNESDAY,13,0,0,0,,0.9697,,,0.0,0.069,,,,,0.0,0.0126,,0.9697,,,0.0,0.069,0.0417,,,,0.0155,,0.0,0.0125,,0.9697,,,0.0,0.069,0.0417,,,,0.0152,,0.0,,block of flats,Others,No,0.0,0.0,0.0,0.0,-1634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3545085.42,2054371.5,22518.0,0.0,0.0,5.0
100036,0,Cash loans,360000.0,Family,0.008575,-7846.0,1,0,1,0,0,TUESDAY,12,0,0,0,0.3751,0.9901,,,0.28,0.4828,,0.1569,,,,0.3739,0.3893,0.9901,,,0.282,0.4828,0.375,,0.1604,,0.2682,,,0.3706,0.3751,0.9901,,,0.28,0.4828,0.375,,0.1596,,0.262,,,,block of flats,Block,No,2.0,0.0,2.0,0.0,-397.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94959.0,8339.355,,0.0,0.0,1.0
100037,0,Cash loans,180000.0,Unaccompanied,0.010032,-7123.0,1,1,1,0,0,SATURDAY,11,0,0,0,,0.9801,,,0.0,0.2069,,,,,0.0436,0.0945,,0.9801,,,0.0,0.2069,0.1667,,,,0.0627,,0.0461,0.0937,,0.9801,,,0.0,0.2069,0.1667,,,,0.0613,,0.0445,,block of flats,Panel,No,0.0,0.0,0.0,0.0,-2766.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592132.5,0.0,0.0,0.0,0.0,1.0
